# Ideographic Description Sequences (IDS) for BabelStone Han PUA
# URL: https://babelstone.co.uk/CJK/IDS_PUA.TXT
# Font: https://www.babelstone.co.uk/Fonts/PUA.html
# Version 1.292 (2021-03-16)
#
U+F649		^⿰氵頓$
U+F64A		^⿰石貴$
U+F64B		^⿰糹巾$
U+F64C		^⿰糹厚$
U+F64D		^⿱勿會$
U+F64E		^⿺風隶$
U+F64F		^⿰來攴$
U+F650		^⿰忄雲$
U+F651		^⿰立寧$
U+F652		^⿰土爾$
U+F653		^⿰木氣$
U+F654		^⿰火寧$
U+F655		^⿰犭義$
U+F656		^⿰礻雲$
U+F657		^⿰米氣$
U+F658		^⿰阝麥$
U+F659		^⿺麥宗$
U+F65A		^⿰麥帶$
U+F65B		^⿰石寧$
U+F65C		^⿰耳義$
U+F65D		^⿰虫門$
U+F65E		^⿰女達$
U+F65F		^⿰日歷$
U+F660		^⿰月蘆$
U+F661		^⿰氵雙$
U+F662		^⿰耳昜$
U+F663		^⿰阝䲵$
U+F664		^⿱山軟$
U+F665		^⿱山難$
U+F666		^⿰土庫$
U+F667		^⿰土贊$
U+F668		^⿰氵園$
U+F669		^⿰㬎阝$
U+F66A		^⿰土惡$
U+F66B		^⿰鼠鳥$
U+F66C		^⿰礻義$
U+F66D		^⿱宀晤$
U+F66E		^⿰山粲$
U+F66F		^⿰車盖$
U+F670		^⿰含牙$
U+F671		^⿰衤𠣎$
U+F672		^⿱罒頼$
U+F673		^⿰石進$
U+F674		^⿰石獻$
U+F675		^⿰⿱龷隹鳥$
U+F676		^⿰革舟$
U+F677		^⿱⺮矦$
U+F678		^⿰方䆳$
U+F679		^⿰車延$
U+F67A		^⿰骨肅$
U+F67B		^⿰𤣩霝$
U+F67C		^⿱⿰牙攵水$
U+F67D		^⿰木爵$
U+F67E		^⿰蟸刂$
U+F67F		^⿱山𦏁$
U+F680		^⿱髟牙$
U+F681		^⿺鬼攵$
U+F682		^⿰日習$
U+F683		^⿰禾坐$
U+F684		^⿰木軬$
U+F685		^⿰猇几$
U+F686		^⿺鼠多$
U+F687		^⿳𥫗？土$
U+F688		^⿺鼠白$
U+F689		^⿳𠔿冖禹$
U+F68A		^⿱勸心$
U+F68B		^⿱山眉$
U+F68C		^⿰舟秋$
U+F68D		^⿰舟曾$
U+F68E		^⿰厄攵$
U+F68F		^⿰犭壘$
U+F690		^⿱蛇魚$
U+F691		^⿰魚脚$
U+F692		^⿳高𠆢土$
U+F693		^⿺鼠飛$
U+F694		^⿰黑白$
U+F695		
U+F696		
U+F697		^⿱𥫗？$
U+F698		^⿻千𠈌$
U+F699		^⿰亻𫵲$
U+F69A		^⿰扌囂$
U+F69B		^⿰𧁧皮$
U+F69C		^⿸鹿靈$
U+F69D		^⿳⿴𦥑缶冖鬯$
U+F69E		^⿰鹿咸$
U+F69F		^⿰口㐁$
U+F6A0		^⿱㞢儿$
U+F6A1		^⿴⿻匚乁夊$
U+F6A2		^⿱丿匹$
U+F6A3		^⿵𠘨丨$
U+F6A4		^⿱⿹⺄夕一$
U+F6A5		^⿱⺄⿹⺄幺$
U+F6A6		^⿹⺄牛$
U+F6A7		^⿺見↷見$
U+F6A8		^⿰⿺見見↷⿺見見$
U+F6A9		^⿰𣦅見$
U+F6AA		^⿴囗回$
U+F6AB		^⿱木次$
U+F6AC		^⿺風也$
U+F6AD		^⿰木短$
U+F6AE		^⿱丷了$
U+F6AF		^⿱八牛$
U+F6B0		^⿱公戊$
U+F6B1		^⿱並八$
U+F6B2		^⿱丷黾$
U+F6B3		^⿱弼貝$
U+F6B4		^⿱爫糸$
U+F6B5		^⿹勹丿$
U+F6B6		^⿱㓁廾$
U+F6B7		^⿱㓁比$
U+F6B8		^⿱安匕$
U+F6B9		^⿱㓁𠮷$
U+F6BA		^⿱㓁告$
U+F6BB		^⿱𥫗厡$
U+F6BC		^⿱冖彖$
U+F6BD		^⿰訁⿱之又$
U+F6BE		^⿳刀一八$
U+F6BF		^⿱土吋$
U+F6C0		^⿱日它$
U+F6C1		^⿱又丨$
U+F6C2		^⿰又⿱冖？$
U+F6C3		^⿰又⿱⿴囗羊⿱丷丅心$
U+F6C4		^⿰礻蕪$
U+F6C5		^⿰舟朋$
U+F6C6		^⿰革風$
U+F6C7		^⿰昔風$
U+F6C8		^⿰亥亥$
U+F6C9		^⿰⿱龷月風$
U+F6CA		^⿰背風$
U+F6CB		^⿰山甬$
U+F6CC		^⿱山曼$
U+F6CD		^⿰石盧$
U+F6CE		^⿰𤣩咢$
U+F6CF		^⿱日逐$
U+F6D0		^⿱冂凵$
U+F6D1		^⿱流皿$
U+F6D2		^⿱馮木$
U+F6D3		^⿱一⿲丿几丶$
U+F6D4		^⿶凵歺$
U+F6D5		^⿱艹暘$
U+F6D6		^⿱羅土$
U+F6D7		^⿰氵𠏉$
U+F6D8		^⿰𤣩賔$
U+F6D9		^⿱刑山$
U+F6DA		^⿱此卩$
U+F6DB		^⿱中口$
U+F6DC		^⿱吅下$
U+F6DD		^⿱宀豭$
U+F6DE		^⿳吅𤰔吅$
U+F6DF		^⿰干尃$
U+F6E0		^⿱夂人$
U+F6E1		^⿱也皿$
U+F6E2		^⿱夂大$
U+F6E3		^⿰訁𨒪$
U+F6E4		^⿱⿰彖彖口$
U+F6E5		^⿰夕鳥$
U+F6E6		^⿱匕畢$
U+F6E7		^⿱王女$
U+F6E8		^⿰女𡧊$
U+F6E9		^⿰女在$
U+F6EA		^⿱我女$
U+F6EB		^⿱⿰矢或女$
U+F6EC		^⿱𥫗捦$
U+F6ED		^⿸疒⿸虍上$
U+F6EE		^⿱安止$
U+F6EF		^⿳宀⿰女万止$
U+F6F0		^⿸尸儿$
U+F6F1		^⿰訁明$
U+F6F2		^⿳宀如止$
U+F6F3		^⿱宀叟$
U+F6F4		^⿱宀酒$
U+F6F5		^⿰口𡵉$
U+F6F6		^⿸疒酸$
U+F6F7		^⿱戈大$
U+F6F8		^⿰口淨$
U+F6F9		^⿰口順$
U+F6FA		^⿰口壘$
U+F6FB		^⿰口霆$
U+F6FC		^⿰口役$
U+F6FD		^⿰魚个$
U+F6FE		^⿺尭羽$
U+F6FF		^⿱你的$
U+F700		^⿰氵逆$
U+F701		^⿰弓反$
U+F702		^⿰魚靈$
U+F703		^⿰魚只$
U+F704		^⿰魚旱$
U+F705		^⿰口魔$
U+F706		^⿰魚炙$
U+F707		^⿱艹栞$
U+F708		^⿵門既$
U+F709		^⿰口般$
U+F70A		^⿱𠆢丰$
U+F70B		^⿰廣魚$
U+F70C		^⿰口悦$
U+F70D		^⿰口壓$
U+F70E		^⿰口賀$
U+F70F		^⿰口諾$
U+F710		^⿰口靈$
U+F711		^⿰禾⿳艹黽火$
U+F712		^⿰口遜$
U+F713		^⿰貧攵$
U+F714		^⿱网大$
U+F715		^⿰犭方$
U+F716		^⿰香隻$
U+F717		^⿰日𡼙$
U+F718		^⿰耳吕$
U+F719		^⿰血矢$
U+F71A		^⿰氵易$
U+F71B		^⿱自魚$
U+F71C		^⿸鹿侖$
U+F71D		^⿰日咸$
U+F71E		^⿰氵琵$
U+F71F		^⿰口棘$
U+F720		^⿲𧾷𦈢亍$
U+F721		^⿰巢頁$
U+F722		^⿰糹⿱雨里$
U+F723		^⿰犭察$
U+F724		^⿱山阿$
U+F725		^⿱几几$
U+F726		^⿱𡗕⿰𡗕𡗕$
U+F727		^⿰貝又$
U+F728		^⿳亠丷⿹𠄎夕$
U+F729		^⿰衤垂$
U+F72A		^⿱隻鬲$
U+F72B		^⿰石竈$
U+F72C		^⿰忄賔$
U+F72D		^⿱一昍$
U+F72E		^⿰釒靜$
U+F72F		^⿰氵廽$
U+F730		^⿱艹龜$
U+F731		^⿰山𥙊$
U+F732		^⿰釒隻$
U+F733		^⿱宀𮙺$
U+F734		^⿰𤣩兾$
U+F735		^⿱罒㓡$
U+F736		^⿰田廷$
U+F737		^⿱宀汝$
U+F738		^⿰氵輩$
U+F739		^⿰馬合$
U+F73A		^⿱艹坡$
U+F73B		^⿰虫朗$
U+F73C		^⿰女回$
U+F73D		^⿰鳥虎$
U+F73E		^⿰缶會$
U+F73F		^⿰鹵奄$
U+F740		^⿱⺊𢂇$
U+F741		^⿱登示$
U+F742		^⿱𠫔⿻⿱二一亅$
U+F743		^⿻木𦥑$
U+F744		^⿸疒⿸虎口$
U+F745		^⿰糹⿱東田$
U+F746		^⿰𠂤又$
U+F747		^⿱厶心$
U+F748		^⿰畀攵$
U+F749		^⿱余口$
U+F74A		^⿰虢阝$
U+F74B		^⿰𠦪戈$
U+F74C		^⿱女一$
U+F74D		^⿺辶⿸尾少$
U+F74E		^⿰爿戓$
U+F74F		^⿰爿止$
U+F750		^⿰鹵𠬶$
U+F751		^⿱宀彔$
U+F752		^⿱䙴止$
U+F753		^⿸尸山$
U+F754		^⿱宀卑$
U+F755		^⿱奔土$
U+F756		^⿱莫死$
U+F757		^⿰𪰊頁$
U+F758		^⿱衛止$
U+F759		^⿱余又$
U+F75A		^⿰氵亓$
U+F75B		^⿱戠𦣻$
U+F75C		^⿰㣇阝$
U+F75D		^⿺辶化$
U+F75E		^⿱之止$
U+F75F		^⿱山史$
U+F760		^⿰⿱厶言⿹𠃌一$
U+F761		^⿰土粤$
U+F762		^⿱⿳⺊日八土$
U+F763		^⿱艹㣈$
U+F764		^⿺辶旅$
U+F765		^⿰訁⿳山一王$
U+F766		^⿱孔皿$
U+F767		^⿲彳幺亍$
U+F768		^⿳山一王$
U+F769		^⿹⿱⿰丨⺊戈𦣻$
U+F76A		^⿰米𢿝$
U+F76B		^⿰氵眔$
U+F76C		^⿰訁⿳虫口虫$
U+F76D		^⿰者頁$
U+F76E		^⿱山秦$
U+F76F		^⿰濬攵$
U+F770		^⿱洍土$
U+F771		^⿱宀⿰辛刂$
U+F772		^⿱⿲阝圭㕛邑$
U+F773		^⿱宀耴$
U+F774		^⿱虎力$
U+F775		^⿰糹癸$
U+F776		^⿰訁⿱虫虫$
U+F777		^⿰亻⿱呆爻$
U+F778		^⿳亠衣𧘇$
U+F779		^⿳宀⿰必必日$
U+F77A		^⿰釒⿸虘又$
U+F77B		^⿸鹿彔$
U+F77C		^⿰亻⿱菐臣$
U+F77D		^⿱明示$
U+F77E		^⿰土⿱业？$
U+F77F		^⿱𥫗𠔉$
U+F780		^⿴囗⿰爿歹$
U+F781		^⿰山⿸虎口$
U+F782		^⿱敓糸$
U+F783		^⿲彳𤔔亍$
U+F784		^⿲阝圭㕛$
U+F785		^⿱宀𦖞$
U+F786		^⿰亻缶$
U+F787		^⿰辠古$
U+F788		^⿱宀貝$
U+F789		^⿰忄⿳二八子$
U+F78A		^⿺辶⿱丵耳$
U+F78B		^⿰牙㬎$
U+F78C		^⿱云山$
U+F78D		^⿳尾少止$
U+F78E		^⿱艹㐭$
U+F78F		^⿱山田$
U+F790		^⿰爿兔$
U+F791		^⿰酉萬$
U+F792		^⿰勺阝$
U+F793		^⿰彳歸$
U+F794		^⿱且又$
U+F795		^⿰𦚏兄$
U+F796		^⿺辶皮$
U+F797		^⿱炏又$
U+F798		^⿰幸虎$
U+F799		^⿱⿰𦚏兄廾$
U+F79A		^⿰阝⿳罒？大$
U+F79B		^⿵門⿰夕刀$
U+F79C		^⿺廴月$
U+F79D		^⿰少勺$
U+F79E		^⿰森刂$
U+F79F		^⿺辶童$
U+F7A0		^⿰帚戈$
U+F7A1		^⿰土𢼊$
U+F7A2		^⿱⿰氵⿸产隹土$
U+F7A3		^⿰土⿸产隹$
U+F7A4		^⿰方⿱𠂉亢$
U+F7A5		^⿰巾⿱單口$
U+F7A6		^⿱豚⿰止又$
U+F7A7		^⿰歹卓$
U+F7A8		^⿱䌛犬$
U+F7A9		^⿱㐭秝$
U+F7AA		^⿰見犢$
U+F7AB		^⿰爰攵$
U+F7AC		^⿰夕刀$
U+F7AD		^⿰亻犢$
U+F7AE		^⿰𠳄⿱余吕$
U+F7AF		^⿰貝重$
U+F7B0		^⿰蔑阝$
U+F7B1		^⿺辶𨟻$
U+F7B2		^⿰忄旂$
U+F7B3		^⿰灷阝$
U+F7B4		^⿰氵⿵門⿰夕刀$
U+F7B5		^⿱石𡥨$
U+F7B6		^⿰糹𨊥$
U+F7B7		^⿺辶⿱止幸$
U+F7B8		^⿱丙口$
U+F7B9		^⿱降土$
U+F7BA		^⿺辶須$
U+F7BB		^⿱首止$
U+F7BC		^⿱無日$
U+F7BD		^⿱石𣏟$
U+F7BE		^⿰枼阝$
U+F7BF		^⿰䜌阝$
U+F7C0		^⿰力它$
U+F7C1		^⿱卲土$
U+F7C2		^⿰⿱工廾阝$
U+F7C3		^⿰⿳𠦄田厶力$
U+F7C4		^⿰扌亡$
U+F7C5		^⿱又主$
U+F7C6		^⿱化心$
U+F7C7		^⿱霝⿲人人人$
U+F7C8		^⿱鬼示$
U+F7C9		^⿰阝⿱左又$
U+F7CA		^⿱宀㞷$
U+F7CB		^⿰訁千$
U+F7CC		^⿱陀土$
U+F7CD		^⿰淼刂$
U+F7CE		^⿱罒刈$
U+F7CF		^⿺辶⿱𭥍各$
U+F7D0		^⿰章⿱欠口$
U+F7D1		^⿰盍廌$
U+F7D2		^⿰去廌$
U+F7D3		^⿰坴攵$
U+F7D4		^⿱⿰來耒田$
U+F7D5		^⿱㑞心$
U+F7D6		^⿰馬𦍒$
U+F7D7		^⿰訁鳥$
U+F7D8		^⿱逢灬$
U+F7D9		^⿰土動$
U+F7DA		^⿰處刂$
U+F7DB		^⿰耳肖$
U+F7DC		^⿰犭宰$
U+F7DD		^⿰飠周$
U+F7DE		^⿺走大$
U+F7DF		^⿰犭立$
U+F7E0		^⿰章月$
U+F7E1		^⿰火運$
U+F7E2		^⿺風干$
U+F7E3		^⿰口毫$
U+F7E4		^⿰口暮$
U+F7E5		^⿰礻或$
U+F7E6		^⿱皿頭$
U+F7E7		^⿰糹章$
U+F7E8		^⿱罒𪜀$
U+F7E9		^⿰纟⿱罒𪜀$
U+F7EA		^⿰⿱罒𪜀⿱二山$
U+F7EB		^⿰土啓$
U+F7EC		^⿰⿱罒𪜀七$
U+F7ED		^⿰纟罗$
U+F7EE		^⿰罢出$
U+F7EF		^⿰纟⿱罒维$
U+F7F0		^⿳艹⿰母吕泉$
U+F7F1		^⿳𠮷冖死$
U+F7F2		^⿱髟煮$
U+F7F3		^⿸疒粒$
U+F7F4		^⿳⿱亠口冖足 or ⿱高龰$
U+F7F5		^⿰氵㓜$
U+F7F6		^⿰牜周$
U+F7F7		^⿱䒑巾 (⿱丷帀)$
U+F7F8		^⿰忄战$
U+F7F9		^⿰氵芒$
U+F7FA		^⿰禾罵$
U+F7FB		^⿰血某$
U+F7FC		^⿱𣲩女$
U+F7FD		^⿰来男$
U+F7FE		^⿱宀下$
U+F7FF		^⿱亚女$
U+F800		^⿰扌該$
U+F801		^⿰口荣$
U+F802		^⿰幸枚$
U+F803		^⿰土衣$
U+F804		^⿰舟埋$
U+F805		^⿰馬𠃑$
U+F806		^⿰左𠃑$
U+F807		^⿰且𠃑$
U+F808		^⿰石𠃑$
U+F809		^⿰叶𠃑$
U+F80A		^⿰外𠃑$
U+F80B		^⿰採𠃑$
U+F80C		^⿰齐𠃑$
U+F80D		^⿰齊𠃑$
U+F80E		^⿰尼𠃑$
U+F80F		^⿰台𠃑$
U+F810		^⿲氵㓜𠃑$
U+F811		^⿰牟𠃑$
U+F812		^⿰針𠃑$
U+F813		^⿰针𠃑$
U+F814		^⿰研𠃑$
U+F815		^⿰清𠃑$
U+F816		^⿰停𠃑$
U+F817		^⿰銀𠃑$
U+F818		^⿰荣𠃑$
U+F819		^⿰朗𠃑$
U+F81A		^⿰𫊣欠$
U+F81B		^⿰片頁$
U+F81C		^⿱⿰訁？大$
U+F81D		^⿳亠㐅⿸厂言$
U+F81E		^⿱穴𨈕$
U+F81F		^⿳古臣吋$
U+F820		^⿸尸⿰彳⿱凶夊$
U+F821		^⿰犭⿱罒虫$
U+F822		^？$
U+F823		^⿰⿱业言寸$
U+F824		^⿱𫲽南$
U+F825		^⿱⿰⿳土宀冖去大土$
U+F826		^⿰镸犮$
U+F827		^⿰山殳$
U+F828		^⿱罒⿰馬吕$
U+F829		^⿰⿱爫言系$
U+F82A		^⿰扌𠈘$
U+F82B		^⿰⿱业圭寸$
U+F82C		^⿱薛口$
U+F82D		^⿰婚鳥$
U+F82E		^⿺辶𠫤$
U+F82F		^⿱𥫗百$
U+F830		^⿰口標$
U+F831		^⿰阝世$
U+F832		^⿰阝𠫤$
U+F833		^⿰礻哉$
U+F834		^⿰亻㒼$
U+F835		^⿰訁逑$
U+F836		^⿰⿱𭥕丂丮$
U+F837		^⿱⿲爿月刀鼎$
U+F838		^⿱⿰直斤心$
U+F839		^⿳吅乂象$
U+F83A		^⿰口霹$
U+F83B		^⿰討化$
U+F83C		^⿰車兵$
U+F83D		^⿰里鳥$
U+F83E		^⿰礻岡$
U+F83F		^⿱𠂉𠀁$
U+F840		^⿰亻堅$
U+F841		^⿰米愛$
U+F842		^⿰弓歲$
U+F843		^⿰木負$
U+F844		^⿰木俠$
U+F845		^⿰氵陽$
U+F846		^⿰犭⿱𮗹貝$
U+F847		^⿱𥫗劍$
U+F848		^⿰西農$
U+F849		^⿰訁荀$
U+F84A		^⿰訁患$
U+F84B		^⿰貝思$
U+F84C		^⿰身問$
U+F84D		^⿰貴阝$
U+F84E		^⿰釒無$
U+F84F		^⿰釒勿$
U+F850		^⿰釒⿱？𧘇$
U+F851		^⿵門禺$
U+F852		^⿰口鹵$
U+F853		^⿰口憚$
U+F854		^⿰口彈$
U+F855		^⿰口籌$
U+F856		^⿱宀馬$
U+F857		^⿰忄彈$
U+F858		^⿰方筆$
U+F859		^⿰糹巫$
U+F85A		^⿰糹⿱尤止$
U+F85B		^⿰飠氏$
U+F85C		^⿰飠來$
U+F85D		^⿰飠旋$
U+F85E		^⿰馬立$
U+F85F		^⿰牢馬$
U+F860		^⿰馬里$
U+F861		^⿰馬固$
U+F862		^⿰馬垔$
U+F863		^⿰鳥欠$
U+F864		^⿰鳥戌$
U+F865		^⿰區昜$
U+F866		^⿸厂頃$
U+F867		^⿰筆鳥$
U+F868		^⿱巴闌$
U+F869		^⿰犭團$
U+F86A		^⿰目雋$
U+F86B		^⿰舟蘭$
U+F86C		^⿱雨䳬$
U+F86D		^⿰馬杏$
U+F86E		^⿱赦鳥$
U+F86F		^⿰廖鳥$
U+F870		^⿰釒堇$
U+F871		^⿱日旴$
U+F872		^⿰土嶲$
U+F873		^⿺辶⿱艹隶$
U+F874		^⿰亻𢍆$
U+F875		^⿵門皇$
U+F876		^⿸广邑$
U+F877		^⿰開五$
U+F878		^⿰木㸑$
U+F879		^⿰羽巽$
U+F87A		^⿰亻靈$
U+F87B		^⿰亻遂$
U+F87C		^⿰冫⿵戊占$
U+F87D		^⿵門少$
U+F87E		^⿵門北$
U+F87F		^⿵門往$
U+F880		
U+F881		
U+F882		
U+F883		^⿱上丿$
U+F884		^⿱丿巳$
U+F885		^⿱爫巳$
U+F886		^⿱业巳$
U+F887		^⿸虍冂$
U+F888		^⿸虍？$
U+F889		^⿱从豆$
U+F88A		^⿱艮六$
U+F88B		^⿳艮亠丿$
U+F88C		^⿰方⿱𠆢口$
U+F88D		^⿰方合$
U+F88E		^⿱冂丅$
U+F88F		^⿱日丅$
U+F890		^⿱亼冂$
U+F891		^⿱小巛$
U+F894		^⿱北巛$
U+F895		^⿱矢巛$
U+F896		^⿱？巛$
U+F897		^⿴囗丁$
U+F898		^⿱𠆢夫$
U+F89A		^⿱癶？$
U+F89B		^⿱癶束$
U+F89C		^⿱？令$
U+F89D		^⿱？令$
U+F89E		^⿱𠫔合$
U+F89F		^⿱𠫔侖$
U+F8A0		
U+F8A1		
U+F8A2		^⿸广止$
U+F8A3		^⿸广廿$
U+F8A4		
U+F8A5		
U+F8A6		
U+F8A7		
U+F8A8		^⿱又勹$
U+F8A9		^⿱夂勹$
U+F8AA		^⿱八婁$
U+F8AB		^⿱三巛$
U+F8AC		^⿰安寸$
U+F8AD		^⿰⿱亠女寸$
U+F8AE		^⿰女寸$
U+F8AF		^⿱卜日$
U+F8B0		^⿱卜目$
U+F8B1		^⿱日勹$
U+F8B2		
U+F8B3		^⿱丶𠃌$
U+F8B4		^⿱亠宮$
U+F8B5		^⿱亠徵$
U+F8B6		^⿻丅𠃍$
U+F8B7		^⿰亻丅$
U+F8BA		^⿰彳ヱ$
U+F8BB		^⿴囗ヰ$
U+F8BC		^⿰阝ソ$
U+F8BD		^⿰魚⿱サバ$
U+F8BE		^⿰木⿱𭕄？$
U+F8BF		^⿸广マ$
U+F8C0		^⿰木K$
U+F8C1		^⿰纟K$
U+F8C2		^⿰老K$
U+F8C3		^⿸疒A$
U+F8C4		^⿰丫E$
U+F8C5		^⿰身N$
U+F8C6		^⿱艹M$
U+F8C7		^⿴囗도$
U+F8C8		^⿸广ふ$
U+F8C9		^⿸广K$
U+F8CA		^⿸广O$
U+F8CB		^⿸广⿰KO$
U+F8CC		^辶チ$
U+F8CD		^辶ト$
U+F8CE		^⿰木キ$
U+F8CF		^⿰訁ギ$
U+F8D0		^⿰訁コ$
U+F8D1		^⿰亻⿱宀R$
U+F8D2		^⿰口⿱K大$
U+F8D3		^⿱K大$
U+F8D4		^⿱宀R$
U+F8D5		^⿱宀K$
U+F8D6		^⿰木⿱K大$
U+F8D7		^⿰歹⿹𢦏S$
U+F8D8		^⿰冫⿱K糸$
U+F8D9		^⿰石K$
U+F8DA		^⿰⿱幺一⿹𢦏S$
U+F8DB		^⿰訁N$
U+F8DC		^⿰飠K$
U+F8FE		<small>兒</small>
U+F8FF		<small>儿</small>
